link,region,price_pcm,type,bedrooms,bathrooms
https://www.rightmove.co.uk/properties/161121455#/,North,2850,Apartment,2,2
https://www.rightmove.co.uk/properties/161121287#/,North,760,Flat Share,1,2
https://www.rightmove.co.uk/properties/161121260#/,North,2000,Flat,1,1
https://www.rightmove.co.uk/properties/160041383#/,North,2675,Apartment,2,2
https://www.rightmove.co.uk/properties/161120999#/,North,3000,Flat,2,1
https://www.rightmove.co.uk/properties/159291821#/,North,2300,Flat,2,1
https://www.rightmove.co.uk/properties/161120720#/,North,2687,Studio,,1
https://www.rightmove.co.uk/properties/161119868#/,North,3000,Flat,2,2
https://www.rightmove.co.uk/properties/161120540#/,North,1746,Flat,2,1
https://www.rightmove.co.uk/properties/161120483#/,North,1550,Flat,1,1
https://www.rightmove.co.uk/properties/155974043#/,North,1375,Apartment,,
https://www.rightmove.co.uk/properties/161120354#/,North,2450,Studio,,1
https://www.rightmove.co.uk/properties/161120471#/,North,1200,Studio,,1
https://www.rightmove.co.uk/properties/160955396#/,North,2600,Flat,1,1
https://www.rightmove.co.uk/properties/159710735#/,North,1800,Flat,1,1
https://www.rightmove.co.uk/properties/145162406#/,North,1100,Apartment,,
https://www.rightmove.co.uk/properties/161118350#/,North,2225,Flat,3,2
https://www.rightmove.co.uk/properties/161119118#/,North,1850,Flat,1,1
https://www.rightmove.co.uk/properties/161119064#/,North,2250,Flat,2,2
https://www.rightmove.co.uk/properties/160818230#/,North,2450,Apartment,2,2
https://www.rightmove.co.uk/properties/159845594#/,North,1900,Apartment,2,1
https://www.rightmove.co.uk/properties/160950710#/,North,2100,Apartment,2,
https://www.rightmove.co.uk/properties/161117390#/,North,1995,Flat,2,2
https://www.rightmove.co.uk/properties/160369271#/,North,2475,Flat,3,1
https://www.rightmove.co.uk/properties/161117234#/,North,2070,Flat,2,2
https://www.rightmove.co.uk/properties/158838197#/,North,4750,Flat,2,2
https://www.rightmove.co.uk/properties/161117237#/,North,3500,Flat,2,2
https://www.rightmove.co.uk/properties/161117189#/,North,2575,Apartment,3,1
https://www.rightmove.co.uk/properties/161117081#/,North,1600,Studio,,1
https://www.rightmove.co.uk/properties/160120898#/,North,3500,Apartment,3,2
https://www.rightmove.co.uk/properties/161095148#/,North,2500,Flat,3,1
https://www.rightmove.co.uk/properties/161116382#/,North,2450,Apartment,2,2
https://www.rightmove.co.uk/properties/161116322#/,North,2300,Flat,3,1
https://www.rightmove.co.uk/properties/160481225#/,North,1650,Studio,,1
https://www.rightmove.co.uk/properties/161116103#/,North,3250,Flat,2,1
https://www.rightmove.co.uk/properties/159851000#/,North,4000,Apartment,3,2
https://www.rightmove.co.uk/properties/160612064#/,North,1750,Flat,2,1
https://www.rightmove.co.uk/properties/161115713#/,North,2000,Apartment,1,1
https://www.rightmove.co.uk/properties/161115629#/,North,1846,Apartment,1,1
https://www.rightmove.co.uk/properties/161115332#/,North,1850,Flat,1,1
https://www.rightmove.co.uk/properties/157973570#/,North,2000,Apartment,1,1
https://www.rightmove.co.uk/properties/161114741#/,North,2396,Flat,3,
https://www.rightmove.co.uk/properties/161114765#/,North,3000,Apartment,2,1
https://www.rightmove.co.uk/properties/160624148#/,North,1600,Flat,2,1
https://www.rightmove.co.uk/properties/161114435#/,North,2250,Apartment,2,1
https://www.rightmove.co.uk/properties/161114360#/,North,3950,Flat,4,1
https://www.rightmove.co.uk/properties/161110310#/,North,2180,Flat,2,1
https://www.rightmove.co.uk/properties/159777530#/,North,2400,Ground Flat,2,1
https://www.rightmove.co.uk/properties/161114051#/,North,3250,Apartment,2,2
https://www.rightmove.co.uk/properties/161113991#/,North,2300,Flat,2,2
https://www.rightmove.co.uk/properties/161113763#/,North,1000,Studio,,1
https://www.rightmove.co.uk/properties/159045575#/,North,4500,Apartment,2,2
https://www.rightmove.co.uk/properties/161113691#/,North,4311,Flat,2,1
https://www.rightmove.co.uk/properties/161113631#/,North,10508,Flat,4,3
https://www.rightmove.co.uk/properties/161113604#/,North,1950,Apartment,,1
https://www.rightmove.co.uk/properties/161112722#/,North,900,Studio,,1
https://www.rightmove.co.uk/properties/161113259#/,North,1650,Flat,1,1
https://www.rightmove.co.uk/properties/159743645#/,North,1650,Flat,2,1
https://www.rightmove.co.uk/properties/160397426#/,North,2700,Flat,2,2
https://www.rightmove.co.uk/properties/161113124#/,North,1800,Studio,,1
https://www.rightmove.co.uk/properties/161130578#/,North,2215,Flat,2,2
https://www.rightmove.co.uk/properties/161113115#/,North,1895,Flat,2,1
https://www.rightmove.co.uk/properties/161113088#/,North,4200,Flat,4,1
https://www.rightmove.co.uk/properties/161112746#/,North,1750,Apartment,2,1
https://www.rightmove.co.uk/properties/161112578#/,North,1550,Flat,,1
https://www.rightmove.co.uk/properties/161112551#/,North,4312,Flat,4,3
https://www.rightmove.co.uk/properties/161112485#/,North,4000,Apartment,4,1
https://www.rightmove.co.uk/properties/161112203#/,North,2200,Flat,1,1
https://www.rightmove.co.uk/properties/161112074#/,North,4250,Apartment,4,1
https://www.rightmove.co.uk/properties/161112041#/,North,2600,Flat,2,1
https://www.rightmove.co.uk/properties/161111936#/,North,3250,Flat,3,1
https://www.rightmove.co.uk/properties/160397159#/,North,2590,Flat,4,1
https://www.rightmove.co.uk/properties/161111858#/,North,2300,Flat,2,
https://www.rightmove.co.uk/properties/161111774#/,North,2500,Apartment,2,1
https://www.rightmove.co.uk/properties/159761096#/,North,1750,Apartment,2,2
https://www.rightmove.co.uk/properties/161111426#/,North,2250,Flat,2,1
https://www.rightmove.co.uk/properties/159836387#/,North,1248,Studio,,1
https://www.rightmove.co.uk/properties/161110862#/,North,2995,Apartment,3,2
https://www.rightmove.co.uk/properties/161111246#/,North,3250,Apartment,2,1
https://www.rightmove.co.uk/properties/160753706#/,North,2700,Flat,3,1
https://www.rightmove.co.uk/properties/159906287#/,North,1200,Apartment,1,1
https://www.rightmove.co.uk/properties/161110565#/,North,1900,Apartment,1,1
https://www.rightmove.co.uk/properties/160504733#/,North,2500,Apartment,2,2
https://www.rightmove.co.uk/properties/160044740#/,North,1950,Flat,3,1
https://www.rightmove.co.uk/properties/161108816#/,North,5850,Ground Flat,3,3
https://www.rightmove.co.uk/properties/159887123#/,North,1350,Ground Flat,1,1
https://www.rightmove.co.uk/properties/161110169#/,North,2850,Flat,2,2
https://www.rightmove.co.uk/properties/160206455#/,North,2995,Flat,3,1
https://www.rightmove.co.uk/properties/160815581#/,North,1350,Apartment,1,1
https://www.rightmove.co.uk/properties/161109929#/,North,2200,Apartment,2,1
https://www.rightmove.co.uk/properties/161109782#/,North,2450,Flat,2,2
https://www.rightmove.co.uk/properties/161109380#/,North,2400,Studio,,1
https://www.rightmove.co.uk/properties/161109335#/,North,3700,Apartment,2,1
https://www.rightmove.co.uk/properties/71868902#/,North,2250,Flat,2,1
https://www.rightmove.co.uk/properties/41651543#/,North,2050,Apartment,2,1
https://www.rightmove.co.uk/properties/161108918#/,North,2200,Flat,2,1
https://www.rightmove.co.uk/properties/159513392#/,North,2708,Apartment,1,1
https://www.rightmove.co.uk/properties/144384176#/,North,1547,Flat,,1
https://www.rightmove.co.uk/properties/161108840#/,North,1475,Studio,,
https://www.rightmove.co.uk/properties/159957593#/,North,2925,Flat,1,1
https://www.rightmove.co.uk/properties/160227968#/,North,2350,Apartment,3,1
https://www.rightmove.co.uk/properties/161108138#/,North,1950,Flat,2,
https://www.rightmove.co.uk/properties/161108123#/,North,4000,Flat,2,2
https://www.rightmove.co.uk/properties/161107973#/,North,1750,Apartment,1,1
https://www.rightmove.co.uk/properties/161107604#/,North,8753,Apartment,3,3
https://www.rightmove.co.uk/properties/161107514#/,North,1800,Apartment,2,1
https://www.rightmove.co.uk/properties/161107460#/,North,8753,Apartment,3,3
https://www.rightmove.co.uk/properties/161107373#/,North,1450,Flat,1,1
https://www.rightmove.co.uk/properties/160791080#/,North,1650,Flat,2,2
https://www.rightmove.co.uk/properties/160550816#/,North,1500,Studio,,1
https://www.rightmove.co.uk/properties/161093366#/,North,2300,Apartment,4,3
https://www.rightmove.co.uk/properties/161105711#/,North,1750,Flat,1,1
https://www.rightmove.co.uk/properties/161105318#/,North,3150,Apartment,2,2
https://www.rightmove.co.uk/properties/161104886#/,North,1475,Apartment,1,1
https://www.rightmove.co.uk/properties/161104877#/,North,1500,Studio,,1
https://www.rightmove.co.uk/properties/161104787#/,North,3012,Flat,1,1
https://www.rightmove.co.uk/properties/161049998#/,North,4200,Flat,2,2
https://www.rightmove.co.uk/properties/159918764#/,North,2050,Flat,1,1
https://www.rightmove.co.uk/properties/161103899#/,North,1950,Apartment,2,2
https://www.rightmove.co.uk/properties/161103710#/,North,8000,Flat,3,2
https://www.rightmove.co.uk/properties/161103707#/,North,6000,Flat,3,2
https://www.rightmove.co.uk/properties/161103668#/,North,2900,Apartment,3,3
https://www.rightmove.co.uk/properties/161103491#/,North,6500,Flat,2,2
https://www.rightmove.co.uk/properties/161102360#/,North,1400,Flat,1,1
https://www.rightmove.co.uk/properties/161101922#/,North,1099,Flat,1,1
https://www.rightmove.co.uk/properties/160142207#/,North,949,Studio,,1
https://www.rightmove.co.uk/properties/161101316#/,North,1150,Flat Share,1,1
https://www.rightmove.co.uk/properties/161100059#/,North,3900,Apartment,1,1
https://www.rightmove.co.uk/properties/161100044#/,North,2800,Flat,2,2
https://www.rightmove.co.uk/properties/161100035#/,North,2500,Flat,2,1
https://www.rightmove.co.uk/properties/161099948#/,North,3878,Apartment,2,2
https://www.rightmove.co.uk/properties/161099636#/,North,2578,Apartment,1,1
https://www.rightmove.co.uk/properties/161099633#/,North,2578,Apartment,1,1
https://www.rightmove.co.uk/properties/160421540#/,North,1850,Flat,1,1
https://www.rightmove.co.uk/properties/161099483#/,North,2300,Flat,2,1
https://www.rightmove.co.uk/properties/161081258#/,North,2350,Apartment,1,1
https://www.rightmove.co.uk/properties/161099084#/,North,2350,Flat,1,1
https://www.rightmove.co.uk/properties/161099054#/,North,4900,Maisonette,5,1
https://www.rightmove.co.uk/properties/161098799#/,North,4000,Duplex,4,3
https://www.rightmove.co.uk/properties/63590486#/,North,1993,Flat,1,
https://www.rightmove.co.uk/properties/161098259#/,North,2000,Flat,2,1
https://www.rightmove.co.uk/properties/161098262#/,North,2300,Flat,1,1
https://www.rightmove.co.uk/properties/161097866#/,North,1100,Studio,,1
https://www.rightmove.co.uk/properties/161097827#/,North,1600,Flat,1,1
https://www.rightmove.co.uk/properties/161097617#/,North,3402,Flat,3,1
https://www.rightmove.co.uk/properties/161097548#/,North,2170,Flat,2,1
https://www.rightmove.co.uk/properties/159691394#/,North,1700,Flat,2,1
https://www.rightmove.co.uk/properties/161097266#/,North,1170,Flat,,1
https://www.rightmove.co.uk/properties/161097257#/,North,2275,Flat,1,1
https://www.rightmove.co.uk/properties/159271115#/,North,2999,Flat,3,
https://www.rightmove.co.uk/properties/161097224#/,North,1850,Flat,2,1
https://www.rightmove.co.uk/properties/136489856#/,North,2708,Flat,3,
https://www.rightmove.co.uk/properties/161097167#/,North,3000,Apartment,2,2
https://www.rightmove.co.uk/properties/161097134#/,North,2350,Flat,1,1
https://www.rightmove.co.uk/properties/161097002#/,North,5250,Duplex,3,2
https://www.rightmove.co.uk/properties/161096735#/,North,2600,Flat,2,1
https://www.rightmove.co.uk/properties/161096444#/,North,3500,Flat,2,2
https://www.rightmove.co.uk/properties/160449656#/,North,3250,Flat,2,1
https://www.rightmove.co.uk/properties/161096372#/,North,2200,Flat,1,1
https://www.rightmove.co.uk/properties/161096285#/,North,1350,Flat,,1
https://www.rightmove.co.uk/properties/159428279#/,North,52000,Penthouse,5,5
https://www.rightmove.co.uk/properties/161096273#/,North,1995,Flat,2,1
https://www.rightmove.co.uk/properties/161096237#/,North,1795,Flat,2,
https://www.rightmove.co.uk/properties/161096234#/,North,1950,Flat,2,2
https://www.rightmove.co.uk/properties/161096219#/,North,1895,Flat,1,
https://www.rightmove.co.uk/properties/161096213#/,North,2450,Apartment,2,2
https://www.rightmove.co.uk/properties/160786550#/,North,5092,Apartment,2,2
https://www.rightmove.co.uk/properties/161096120#/,North,3650,Apartment,2,2
https://www.rightmove.co.uk/properties/161096126#/,North,7497,Apartment,3,2
https://www.rightmove.co.uk/properties/161096096#/,North,1950,Flat,2,2
https://www.rightmove.co.uk/properties/161095937#/,North,2350,Flat,1,1
https://www.rightmove.co.uk/properties/161095769#/,North,2350,Apartment,1,1
https://www.rightmove.co.uk/properties/161095448#/,North,2600,Flat,3,1
https://www.rightmove.co.uk/properties/161095337#/,North,2300,Flat,1,1
https://www.rightmove.co.uk/properties/159840695#/,North,2150,Flat,2,1
https://www.rightmove.co.uk/properties/160224845#/,North,2750,Flat,2,2
https://www.rightmove.co.uk/properties/138996062#/,North,4247,Flat,4,
https://www.rightmove.co.uk/properties/160013072#/,North,2300,Flat,3,1
https://www.rightmove.co.uk/properties/161095103#/,North,1200,Studio,,1
https://www.rightmove.co.uk/properties/161095067#/,North,4000,Flat,3,2
https://www.rightmove.co.uk/properties/161095061#/,North,2750,Flat,2,1
https://www.rightmove.co.uk/properties/161095055#/,North,4750,Flat,4,1
https://www.rightmove.co.uk/properties/160052780#/,North,4247,Flat,4,
https://www.rightmove.co.uk/properties/161094740#/,North,2600,Apartment,2,1
https://www.rightmove.co.uk/properties/161094746#/,North,4420,Apartment,3,2
https://www.rightmove.co.uk/properties/159367703#/,North,3250,Apartment,4,2
https://www.rightmove.co.uk/properties/161094638#/,North,2150,Apartment,1,
https://www.rightmove.co.uk/properties/161092601#/,North,1400,Flat,1,1
https://www.rightmove.co.uk/properties/161094551#/,North,1925,Flat,1,1
https://www.rightmove.co.uk/properties/161094227#/,North,2650,Apartment,2,1
https://www.rightmove.co.uk/properties/160528283#/,North,3000,Apartment,3,1
https://www.rightmove.co.uk/properties/161093366#/,North,2300,Apartment,4,3
https://www.rightmove.co.uk/properties/161093063#/,North,7497,Apartment,2,1
https://www.rightmove.co.uk/properties/149202968#/,North,2817,Apartment,1,1
https://www.rightmove.co.uk/properties/161092967#/,North,1985,Apartment,1,1
https://www.rightmove.co.uk/properties/161092868#/,North,2450,Apartment,2,1
https://www.rightmove.co.uk/properties/161092682#/,North,2899,Flat,2,2
https://www.rightmove.co.uk/properties/161092277#/,North,3250,Flat,2,1
https://www.rightmove.co.uk/properties/150523331#/,North,1700,Apartment,2,1
https://www.rightmove.co.uk/properties/161091932#/,North,1900,Flat,2,1
https://www.rightmove.co.uk/properties/161091722#/,North,1750,Apartment,,
https://www.rightmove.co.uk/properties/159839663#/,North,2500,Flat,1,1
https://www.rightmove.co.uk/properties/160189622#/,North,2000,Flat,1,1
https://www.rightmove.co.uk/properties/161091218#/,North,2100,Flat,1,1
https://www.rightmove.co.uk/properties/161090468#/,North,2700,Flat,2,2
https://www.rightmove.co.uk/properties/161090384#/,North,1300,Apartment,,1
https://www.rightmove.co.uk/properties/161090363#/,North,5650,Apartment,3,3
https://www.rightmove.co.uk/properties/161090348#/,North,3040,Apartment,1,1
https://www.rightmove.co.uk/properties/161090279#/,North,1950,Flat,1,1
https://www.rightmove.co.uk/properties/161089946#/,North,1695,Flat,2,1
https://www.rightmove.co.uk/properties/160693301#/,North,1500,Flat,1,1
https://www.rightmove.co.uk/properties/160673327#/,North,1775,Flat,2,1
https://www.rightmove.co.uk/properties/144651770#/,North,1599,Apartment,1,1
https://www.rightmove.co.uk/properties/161089796#/,North,1850,Flat,2,2
https://www.rightmove.co.uk/properties/125664071#/,North,1500,Flat,1,1
https://www.rightmove.co.uk/properties/161089538#/,North,3098,Flat,2,2
https://www.rightmove.co.uk/properties/161089307#/,North,1750,Apartment,1,1
https://www.rightmove.co.uk/properties/161089223#/,North,1800,Flat,1,
https://www.rightmove.co.uk/properties/161089208#/,North,2145,Flat,1,1
https://www.rightmove.co.uk/properties/161089205#/,North,5200,Apartment,2,2
https://www.rightmove.co.uk/properties/161089163#/,North,3250,Flat,2,2
https://www.rightmove.co.uk/properties/161089157#/,North,2100,Flat,2,1
https://www.rightmove.co.uk/properties/87129405#/,North,1750,Flat,2,1
https://www.rightmove.co.uk/properties/160732925#/,North,2250,Flat,3,1
https://www.rightmove.co.uk/properties/161089016#/,North,2225,Flat,1,1
https://www.rightmove.co.uk/properties/159400853#/,North,2000,Flat,2,2
https://www.rightmove.co.uk/properties/160496702#/,North,2500,Studio,,1
https://www.rightmove.co.uk/properties/160788380#/,North,4000,Flat,3,2
https://www.rightmove.co.uk/properties/159706724#/,North,1400,Flat,1,1
https://www.rightmove.co.uk/properties/160970366#/,North,1750,Flat,2,1
https://www.rightmove.co.uk/properties/160358318#/,North,4300,Maisonette,3,2
https://www.rightmove.co.uk/properties/161087606#/,North,3900,Flat,1,1
https://www.rightmove.co.uk/properties/161087519#/,North,1750,Apartment,1,1
https://www.rightmove.co.uk/properties/161087468#/,North,3350,Flat,2,1
https://www.rightmove.co.uk/properties/153518546#/,North,3000,Penthouse,5,3
https://www.rightmove.co.uk/properties/71868902#/,North,2250,Flat,2,1
https://www.rightmove.co.uk/properties/161087273#/,North,1850,Apartment,1,1
https://www.rightmove.co.uk/properties/161087207#/,North,4008,Apartment,2,2
https://www.rightmove.co.uk/properties/159882596#/,North,2500,Apartment,2,1
https://www.rightmove.co.uk/properties/161086190#/,North,3800,Apartment,2,
https://www.rightmove.co.uk/properties/161086835#/,North,1285,Studio,,1
https://www.rightmove.co.uk/properties/161086772#/,North,2850,Flat,3,1
https://www.rightmove.co.uk/properties/161086550#/,North,1425,Flat,1,1
https://www.rightmove.co.uk/properties/161086499#/,North,1500,Studio,,1
https://www.rightmove.co.uk/properties/161086433#/,North,1436,Studio,,1
https://www.rightmove.co.uk/properties/161086343#/,North,2275,Apartment,1,1
https://www.rightmove.co.uk/properties/161047379#/,North,2000,Flat,2,1
https://www.rightmove.co.uk/properties/159390743#/,North,2750,Flat,3,1
https://www.rightmove.co.uk/properties/161085941#/,North,1800,Flat,1,1
https://www.rightmove.co.uk/properties/161085797#/,North,2275,Flat,2,1
https://www.rightmove.co.uk/properties/161085740#/,North,3000,Apartment,2,2
https://www.rightmove.co.uk/properties/161085092#/,North,3142,Apartment,3,2
https://www.rightmove.co.uk/properties/161084708#/,North,1150,Flat Share,,1
https://www.rightmove.co.uk/properties/160603748#/,North,1500,Studio,,1
https://www.rightmove.co.uk/properties/161084630#/,North,1755,Flat,2,1
https://www.rightmove.co.uk/properties/161084510#/,North,2383,Flat,1,1
https://www.rightmove.co.uk/properties/161084387#/,North,1950,Flat,1,1
https://www.rightmove.co.uk/properties/161084123#/,North,2795,Flat,2,1
https://www.rightmove.co.uk/properties/161084066#/,North,2400,Flat,1,1
https://www.rightmove.co.uk/properties/87131265#/,North,3350,Flat,2,1
https://www.rightmove.co.uk/properties/161011364#/,North,2300,Flat,2,1
https://www.rightmove.co.uk/properties/161083997#/,North,2665,Flat,2,
https://www.rightmove.co.uk/properties/161083958#/,North,4250,Apartment,3,2
https://www.rightmove.co.uk/properties/161083982#/,North,4250,Flat,3,4
https://www.rightmove.co.uk/properties/161083823#/,North,1249,Studio,,1
https://www.rightmove.co.uk/properties/87122766#/,North,1582,Flat,,
https://www.rightmove.co.uk/properties/159345209#/,North,2395,Flat,2,1
https://www.rightmove.co.uk/properties/161083220#/,North,2075,Flat,1,1
https://www.rightmove.co.uk/properties/161082956#/,North,1600,Apartment,1,1
https://www.rightmove.co.uk/properties/161082740#/,North,5000,Flat,3,2
https://www.rightmove.co.uk/properties/161082719#/,North,2400,Apartment,2,
https://www.rightmove.co.uk/properties/161082587#/,North,2350,Apartment,1,1
https://www.rightmove.co.uk/properties/161082578#/,North,2500,Duplex,3,1
https://www.rightmove.co.uk/properties/151088090#/,North,2095,Apartment,1,1
https://www.rightmove.co.uk/properties/161081471#/,North,2999,Apartment,2,1
https://www.rightmove.co.uk/properties/161081396#/,North,3500,Flat,3,2
https://www.rightmove.co.uk/properties/161081297#/,North,1249,Studio,,1
https://www.rightmove.co.uk/properties/161080703#/,North,3120,Apartment,2,3
https://www.rightmove.co.uk/properties/161081261#/,North,2700,Flat,1,1
https://www.rightmove.co.uk/properties/161081258#/,North,2350,Apartment,1,1
https://www.rightmove.co.uk/properties/161080652#/,North,1850,Flat,1,1
https://www.rightmove.co.uk/properties/161080463#/,North,2700,Flat,2,2
https://www.rightmove.co.uk/properties/161080364#/,North,3300,Apartment,4,4
https://www.rightmove.co.uk/properties/161080193#/,North,3000,Apartment,2,2
https://www.rightmove.co.uk/properties/161079140#/,North,3200,Flat,3,2
https://www.rightmove.co.uk/properties/161018549#/,North,1700,Flat,1,1
https://www.rightmove.co.uk/properties/161079998#/,North,1500,Flat,1,1
https://www.rightmove.co.uk/properties/122675459#/,North,2000,Apartment,2,1
https://www.rightmove.co.uk/properties/161079878#/,North,1750,Apartment,1,1
https://www.rightmove.co.uk/properties/161079854#/,North,2700,Flat,2,2
https://www.rightmove.co.uk/properties/161079821#/,North,1900,Flat,2,1
https://www.rightmove.co.uk/properties/161079785#/,North,2200,Flat,3,2
https://www.rightmove.co.uk/properties/161079779#/,North,1150,Studio,,1
https://www.rightmove.co.uk/properties/161079383#/,North,3500,Apartment,3,1
https://www.rightmove.co.uk/properties/161079278#/,North,1800,Flat,1,1
https://www.rightmove.co.uk/properties/160498022#/,North,1250,Apartment,,1
https://www.rightmove.co.uk/properties/161078870#/,North,1300,Apartment,,1
https://www.rightmove.co.uk/properties/161078390#/,North,1999,Flat,2,1
https://www.rightmove.co.uk/properties/160678196#/,North,1850,Apartment,1,1
https://www.rightmove.co.uk/properties/160771361#/,North,2100,Apartment,2,1
https://www.rightmove.co.uk/properties/161077928#/,North,1375,Studio,,1
https://www.rightmove.co.uk/properties/161077886#/,North,1400,Apartment,1,1
https://www.rightmove.co.uk/properties/161077769#/,North,2400,Flat,2,2
https://www.rightmove.co.uk/properties/161077391#/,North,3250,Apartment,2,3
https://www.rightmove.co.uk/properties/161077283#/,North,1800,Maisonette,2,1
https://www.rightmove.co.uk/properties/161077208#/,North,3900,Flat,1,1
https://www.rightmove.co.uk/properties/161076962#/,North,1450,Apartment,1,1
https://www.rightmove.co.uk/properties/160683689#/,North,1940,Flat,1,1
https://www.rightmove.co.uk/properties/161076620#/,North,2100,Flat,3,1
https://www.rightmove.co.uk/properties/161076635#/,North,1375,Studio,,1
https://www.rightmove.co.uk/properties/161082956#/,North,1600,Apartment,1,1
https://www.rightmove.co.uk/properties/161076644#/,North,1950,House,1,1
https://www.rightmove.co.uk/properties/73789916#/,North,2600,Maisonette,2,1
https://www.rightmove.co.uk/properties/160753673#/,North,2350,Flat,2,1
https://www.rightmove.co.uk/properties/160171163#/,North,1250,Studio,,1
https://www.rightmove.co.uk/properties/161075753#/,North,1850,Flat,2,2
https://www.rightmove.co.uk/properties/160788734#/,North,1420,Studio,,
https://www.rightmove.co.uk/properties/161038460#/,North,1420,Studio,,
https://www.rightmove.co.uk/properties/160651760#/,North,1595,Studio,,
https://www.rightmove.co.uk/properties/160621478#/,North,4250,Apartment,4,2
https://www.rightmove.co.uk/properties/160621496#/,North,4250,Apartment,4,2
https://www.rightmove.co.uk/properties/158976107#/,North,1200,Studio,,1
https://www.rightmove.co.uk/properties/161074190#/,North,3300,Flat,2,2
https://www.rightmove.co.uk/properties/161074538#/,North,10000,Flat,4,3
https://www.rightmove.co.uk/properties/86496195#/,North,1650,Studio,,1
https://www.rightmove.co.uk/properties/161074184#/,North,2816,Flat,2,1
https://www.rightmove.co.uk/properties/161074046#/,North,3100,Apartment,2,1
https://www.rightmove.co.uk/properties/161074043#/,North,6998,Flat,3,3
https://www.rightmove.co.uk/properties/161073782#/,North,900,Flat,,
https://www.rightmove.co.uk/properties/161073923#/,North,1846,Flat,2,1
https://www.rightmove.co.uk/properties/161071727#/,North,2895,Apartment,2,1
https://www.rightmove.co.uk/properties/161071574#/,North,10508,Flat,4,3
https://www.rightmove.co.uk/properties/161071301#/,North,3250,Flat,3,2
https://www.rightmove.co.uk/properties/161070380#/,North,2100,Apartment,1,2
https://www.rightmove.co.uk/properties/161070842#/,North,2500,Flat,2,2
https://www.rightmove.co.uk/properties/161188556#/,North,2500,Flat,2,1
https://www.rightmove.co.uk/properties/161070779#/,North,3650,Apartment,2,2
https://www.rightmove.co.uk/properties/161070575#/,North,5600,Apartment,2,2
https://www.rightmove.co.uk/properties/160138130#/,North,1300,Flat,,1
https://www.rightmove.co.uk/properties/161070476#/,North,1850,Flat,2,1
https://www.rightmove.co.uk/properties/161070398#/,North,2300,Apartment,1,1
https://www.rightmove.co.uk/properties/135930392#/,North,1668,Flat,1,
https://www.rightmove.co.uk/properties/161070290#/,North,1600,Flat,1,1
https://www.rightmove.co.uk/properties/161070275#/,North,2600,Flat,1,1
https://www.rightmove.co.uk/properties/159782360#/,North,3350,Apartment,2,1
https://www.rightmove.co.uk/properties/160989512#/,North,3250,Flat,3,2
https://www.rightmove.co.uk/properties/161070170#/,North,1842,Flat,2,1
https://www.rightmove.co.uk/properties/161070026#/,North,1625,Flat,2,1
https://www.rightmove.co.uk/properties/161070023#/,North,1733,Flat,2,1
https://www.rightmove.co.uk/properties/161069915#/,North,2600,Apartment,2,2
https://www.rightmove.co.uk/properties/161069669#/,North,2470,Flat,1,1
https://www.rightmove.co.uk/properties/161069579#/,North,2600,Apartment,2,2
https://www.rightmove.co.uk/properties/161069438#/,North,1450,Flat,1,1
https://www.rightmove.co.uk/properties/161069537#/,North,3000,Flat,2,1
https://www.rightmove.co.uk/properties/161069459#/,North,2600,Apartment,2,2
https://www.rightmove.co.uk/properties/161069054#/,North,2950,Flat,2,2
https://www.rightmove.co.uk/properties/159961874#/,North,1575,Flat,2,1
https://www.rightmove.co.uk/properties/156633482#/,North,3500,Apartment,4,1
https://www.rightmove.co.uk/properties/79537689#/,North,1850,Flat,1,1
https://www.rightmove.co.uk/properties/161068595#/,North,3050,Apartment,2,2
https://www.rightmove.co.uk/properties/159857270#/,North,2495,Apartment,2,1
https://www.rightmove.co.uk/properties/161068535#/,North,2097,Flat,2,2
https://www.rightmove.co.uk/properties/161067938#/,North,3250,Flat,4,1
https://www.rightmove.co.uk/properties/161067893#/,North,3900,Flat,1,1
https://www.rightmove.co.uk/properties/160678406#/,North,1350,Flat,1,1
https://www.rightmove.co.uk/properties/160022246#/,North,2350,Flat,2,1
https://www.rightmove.co.uk/properties/159172496#/,North,1800,Flat,2,1
https://www.rightmove.co.uk/properties/161067224#/,North,2200,Flat,3,2
https://www.rightmove.co.uk/properties/160138166#/,North,1499,Flat,,1
https://www.rightmove.co.uk/properties/161067071#/,North,10032,Flat,4,4
https://www.rightmove.co.uk/properties/160060124#/,North,1850,Flat,2,1
https://www.rightmove.co.uk/properties/160039496#/,North,1096,Flat,,1
https://www.rightmove.co.uk/properties/148157915#/,North,3500,Apartment,3,2
https://www.rightmove.co.uk/properties/160064309#/,North,1018,Flat,,1
https://www.rightmove.co.uk/properties/157353488#/,North,1175,Apartment,1,1
https://www.rightmove.co.uk/properties/161066822#/,North,1600,Flat,1,1
https://www.rightmove.co.uk/properties/160223888#/,North,2400,Flat,2,1
https://www.rightmove.co.uk/properties/159632588#/,North,2000,Flat,2,1
https://www.rightmove.co.uk/properties/161066702#/,North,1825,Flat,1,1
https://www.rightmove.co.uk/properties/160706798#/,North,2249,Flat,2,2
https://www.rightmove.co.uk/properties/160553603#/,North,2400,Apartment,2,1
https://www.rightmove.co.uk/properties/161066105#/,North,5200,Maisonette,2,1
https://www.rightmove.co.uk/properties/161066066#/,North,2925,Flat,2,1
https://www.rightmove.co.uk/properties/160146983#/,North,2000,Apartment,2,1
https://www.rightmove.co.uk/properties/161066033#/,North,4250,Apartment,3,2
https://www.rightmove.co.uk/properties/161111858#/,North,2300,Flat,2,
